"trial_type","trial_index","time_elapsed","internal_node_id","subject","order_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","17","0.0-0.0","j5dwkrmfcj6rr1a","1","","","","","",""
"instructions","1","34729","0.0-1.0","j5dwkrmfcj6rr1a","1","[{""page_index"":0,""viewing_time"":2296.209999999519},{""page_index"":1,""viewing_time"":9543.7950000005},{""page_index"":2,""viewing_time"":14362.57999999998},{""page_index"":3,""viewing_time"":8506.260000000111}]","34710.01499999966","","","",""
"external-html","2","42017","0.0-2.0","j5dwkrmfcj6rr1a","1","","7016.004999999495","js/consent.html","","",""
"survey-html-form","3","49960","0.0-3.0","j5dwkrmfcj6rr1a","1","","7940.564999999879","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","57543","0.0-4.0","j5dwkrmfcj6rr1a","1","","7581.45500000046","","{""prolific"":""5bb8a2bcca92ee00013b128e""}","",""
"survey-html-form","5","70186","0.0-5.0","j5dwkrmfcj6rr1a","1","","12640.934999999445","","{""sex"":""female"",""age"":""30"",""other"":"""",""business_exp"":""12"",""business_edu"":""2""}","",""
"instructions","6","109173","0.0-6.0","j5dwkrmfcj6rr1a","1","[{""page_index"":0,""viewing_time"":1434.3150000004098},{""page_index"":1,""viewing_time"":23676.15000000024},{""page_index"":2,""viewing_time"":12223.500000000058},{""page_index"":3,""viewing_time"":1650.2249999994092}]","38984.650000000314","","","",""
"survey-html-form2","7","637108","0.0-7.0-0.0","j5dwkrmfcj6rr1a","1","","527913.1900000003","","{""restaurant-chain_cond_ranking_lowA_impR_lowR_highN_913"":""5"",""restaurant-chain_cond_allocation_lowA_impR_lowR_highN_913"":""40"",""restaurant-chain_cond_ranking_lowA_impR_lowR_lowN_183"":""2"",""restaurant-chain_cond_allocation_lowA_impR_lowR_lowN_183"":""85"",""oil-well_cond_ranking_lowA_impR_highR_highN_964"":""4"",""oil-well_cond_allocation_lowA_impR_highR_highN_964"":""50"",""oil-well_cond_ranking_lowA_impR_highR_lowN_192"":""1"",""oil-well_cond_allocation_lowA_impR_highR_lowN_192"":""100"",""microchip_cond_ranking_lowA_impR_lowR_highN_952"":""7"",""microchip_cond_allocation_lowA_impR_lowR_highN_952"":""15"",""microchip_cond_ranking_lowA_impR_lowR_lowN_194"":""3"",""microchip_cond_allocation_lowA_impR_lowR_lowN_194"":""75"",""shipping-logistics_cond_ranking_lowA_impR_highR_lowN_128"":""6"",""shipping-logistics_cond_allocation_lowA_impR_highR_lowN_128"":""25"",""shipping-logistics_cond_ranking_lowA_impR_highR_highN_974"":""8"",""shipping-logistics_cond_allocation_lowA_impR_highR_highN_974"":""10""}","",""
"survey-html-form2","8","982401","0.0-7.0-0.1","j5dwkrmfcj6rr1a","1","","345279.5849999994","","{""national-newspaper_cond_ranking_lowA_expR_highR_lowN_192"":""4"",""national-newspaper_cond_allocation_lowA_expR_highR_lowN_192"":""60"",""national-newspaper_cond_ranking_lowA_expR_highR_highN_964"":""1"",""national-newspaper_cond_allocation_lowA_expR_highR_highN_964"":""100"",""railway_cond_ranking_lowA_expR_highR_lowN_128"":""2"",""railway_cond_allocation_lowA_expR_highR_lowN_128"":""80"",""railway_cond_ranking_lowA_expR_highR_highN_974"":""5"",""railway_cond_allocation_lowA_expR_highR_highN_974"":""50"",""high-rise-construction_cond_ranking_lowA_expR_lowR_highN_913"":""7"",""high-rise-construction_cond_allocation_lowA_expR_lowR_highN_913"":""10"",""high-rise-construction_cond_ranking_lowA_expR_lowR_lowN_183"":""8"",""high-rise-construction_cond_allocation_lowA_expR_lowR_lowN_183"":""10"",""pharmaceutical_cond_ranking_lowA_expR_lowR_lowN_194"":""3"",""pharmaceutical_cond_allocation_lowA_expR_lowR_lowN_194"":""75"",""pharmaceutical_cond_ranking_lowA_expR_lowR_highN_952"":""6"",""pharmaceutical_cond_allocation_lowA_expR_lowR_highN_952"":""15""}","",""
"survey-html-form2","9","1071127","0.0-7.0-0.2","j5dwkrmfcj6rr1a","1","","88720.55999999982","","{""restaurant-chain_cond_ranking_highA_impR_lowR_highN_913"":""2"",""restaurant-chain_cond_allocation_highA_impR_lowR_highN_913"":""30"",""restaurant-chain_cond_ranking_highA_impR_lowR_lowN_183"":""1"",""restaurant-chain_cond_allocation_highA_impR_lowR_lowN_183"":""70"",""microchip_cond_ranking_highA_impR_lowR_highN_952"":""2"",""microchip_cond_allocation_highA_impR_lowR_highN_952"":""35"",""microchip_cond_ranking_highA_impR_lowR_lowN_194"":""1"",""microchip_cond_allocation_highA_impR_lowR_lowN_194"":""65"",""shipping-logistics_cond_ranking_highA_impR_highR_lowN_128"":""1"",""shipping-logistics_cond_allocation_highA_impR_highR_lowN_128"":""60"",""shipping-logistics_cond_ranking_highA_impR_highR_highN_974"":""2"",""shipping-logistics_cond_allocation_highA_impR_highR_highN_974"":""40"",""oil-well_cond_ranking_highA_impR_highR_highN_964"":""2"",""oil-well_cond_allocation_highA_impR_highR_highN_964"":""30"",""oil-well_cond_ranking_highA_impR_highR_lowN_192"":""1"",""oil-well_cond_allocation_highA_impR_highR_lowN_192"":""70""}","",""
