"trial_type","trial_index","time_elapsed","internal_node_id","subject","order_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","49","0.0-0.0","03essap22g8cqbb","3","","","","","",""
"instructions","1","163130","0.0-1.0","03essap22g8cqbb","3","[{""page_index"":0,""viewing_time"":108750.4749998916},{""page_index"":1,""viewing_time"":23175.07000011392},{""page_index"":2,""viewing_time"":12655.894999857992},{""page_index"":3,""viewing_time"":18495.74000015855}]","163078.6299998872","","","",""
"external-html","2","188129","0.0-2.0","03essap22g8cqbb","3","","24970.53000004962","js/consent.html","","",""
"survey-html-form","3","276696","0.0-3.0","03essap22g8cqbb","3","","88565.25500002317","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","284255","0.0-4.0","03essap22g8cqbb","3","","7557.190000079572","","{""prolific"":""588093c6704f1100014a3d01""}","",""
"survey-html-form","5","325120","0.0-5.0","03essap22g8cqbb","3","","40862.10999987088","","{""sex"":""female"",""age"":""32"",""other"":""Polish"",""business_exp"":""8"",""business_edu"":""3""}","",""
"instructions","6","472557","0.0-6.0","03essap22g8cqbb","3","[{""page_index"":0,""viewing_time"":1765.6499999575317},{""page_index"":1,""viewing_time"":77031.38999990188},{""page_index"":2,""viewing_time"":66391.57500001602},{""page_index"":3,""viewing_time"":2247.5499999709427}]","147436.5449999459","","","",""
"survey-html-form2","7","750426","0.0-7.0-0.0","03essap22g8cqbb","3","","277861.21500004083","","{""high-rise-construction_cond_ranking_highA_expR_lowR_highN_913"":""2"",""high-rise-construction_cond_allocation_highA_expR_lowR_highN_913"":""33"",""high-rise-construction_cond_ranking_highA_expR_lowR_lowN_183"":""1"",""high-rise-construction_cond_allocation_highA_expR_lowR_lowN_183"":""67"",""pharmaceutical_cond_ranking_highA_expR_lowR_lowN_194"":""1"",""pharmaceutical_cond_allocation_highA_expR_lowR_lowN_194"":""85"",""pharmaceutical_cond_ranking_highA_expR_lowR_highN_952"":""2"",""pharmaceutical_cond_allocation_highA_expR_lowR_highN_952"":""15"",""national-newspaper_cond_ranking_highA_expR_highR_lowN_192"":""1"",""national-newspaper_cond_allocation_highA_expR_highR_lowN_192"":""75"",""national-newspaper_cond_ranking_highA_expR_highR_highN_964"":""2"",""national-newspaper_cond_allocation_highA_expR_highR_highN_964"":""25"",""railway_cond_ranking_highA_expR_highR_highN_974"":""2"",""railway_cond_allocation_highA_expR_highR_highN_974"":""30"",""railway_cond_ranking_highA_expR_highR_lowN_128"":""1"",""railway_cond_allocation_highA_expR_highR_lowN_128"":""70""}","",""
"survey-html-form2","8","857838","0.0-7.0-0.1","03essap22g8cqbb","3","","107405.40500008501","","{""oil-well_cond_ranking_highA_impR_highR_highN_964"":""2"",""oil-well_cond_allocation_highA_impR_highR_highN_964"":""10"",""oil-well_cond_ranking_highA_impR_highR_lowN_192"":""1"",""oil-well_cond_allocation_highA_impR_highR_lowN_192"":""90"",""restaurant-chain_cond_ranking_highA_impR_lowR_lowN_183"":""1"",""restaurant-chain_cond_allocation_highA_impR_lowR_lowN_183"":""65"",""restaurant-chain_cond_ranking_highA_impR_lowR_highN_913"":""2"",""restaurant-chain_cond_allocation_highA_impR_lowR_highN_913"":""35"",""shipping-logistics_cond_ranking_highA_impR_highR_lowN_128"":""1"",""shipping-logistics_cond_allocation_highA_impR_highR_lowN_128"":""65"",""shipping-logistics_cond_ranking_highA_impR_highR_highN_974"":""2"",""shipping-logistics_cond_allocation_highA_impR_highR_highN_974"":""35"",""microchip_cond_ranking_highA_impR_lowR_highN_952"":""2"",""microchip_cond_allocation_highA_impR_lowR_highN_952"":""20"",""microchip_cond_ranking_highA_impR_lowR_lowN_194"":""1"",""microchip_cond_allocation_highA_impR_lowR_lowN_194"":""80""}","",""
"survey-html-form2","9","1088819","0.0-7.0-0.2","03essap22g8cqbb","3","","230977.17500012368","","{""pharmaceutical_cond_ranking_lowA_expR_lowR_lowN_194"":""1"",""pharmaceutical_cond_allocation_lowA_expR_lowR_lowN_194"":""100"",""pharmaceutical_cond_ranking_lowA_expR_lowR_highN_952"":""8"",""pharmaceutical_cond_allocation_lowA_expR_lowR_highN_952"":""5"",""high-rise-construction_cond_ranking_lowA_expR_lowR_highN_913"":""6"",""high-rise-construction_cond_allocation_lowA_expR_lowR_highN_913"":""30"",""high-rise-construction_cond_ranking_lowA_expR_lowR_lowN_183"":""3"",""high-rise-construction_cond_allocation_lowA_expR_lowR_lowN_183"":""70"",""railway_cond_ranking_lowA_expR_highR_highN_974"":""4"",""railway_cond_allocation_lowA_expR_highR_highN_974"":""50"",""railway_cond_ranking_lowA_expR_highR_lowN_128"":""2"",""railway_cond_allocation_lowA_expR_highR_lowN_128"":""80"",""national-newspaper_cond_ranking_lowA_expR_highR_lowN_192"":""5"",""national-newspaper_cond_allocation_lowA_expR_highR_lowN_192"":""50"",""national-newspaper_cond_ranking_lowA_expR_highR_highN_964"":""7"",""national-newspaper_cond_allocation_lowA_expR_highR_highN_964"":""15""}","",""
"survey-html-form2","10","1230674","0.0-7.0-0.3","03essap22g8cqbb","3","","141850.26499978267","","{""oil-well_cond_ranking_lowA_impR_highR_highN_964"":""7"",""oil-well_cond_allocation_lowA_impR_highR_highN_964"":""15"",""oil-well_cond_ranking_lowA_impR_highR_lowN_192"":""1"",""oil-well_cond_allocation_lowA_impR_highR_lowN_192"":""90"",""microchip_cond_ranking_lowA_impR_lowR_highN_952"":""6"",""microchip_cond_allocation_lowA_impR_lowR_highN_952"":""30"",""microchip_cond_ranking_lowA_impR_lowR_lowN_194"":""2"",""microchip_cond_allocation_lowA_impR_lowR_lowN_194"":""80"",""restaurant-chain_cond_ranking_lowA_impR_lowR_lowN_183"":""3"",""restaurant-chain_cond_allocation_lowA_impR_lowR_lowN_183"":""70"",""restaurant-chain_cond_ranking_lowA_impR_lowR_highN_913"":""8"",""restaurant-chain_cond_allocation_lowA_impR_lowR_highN_913"":""5"",""shipping-logistics_cond_ranking_lowA_impR_highR_lowN_128"":""4"",""shipping-logistics_cond_allocation_lowA_impR_highR_lowN_128"":""40"",""shipping-logistics_cond_ranking_lowA_impR_highR_highN_974"":""5"",""shipping-logistics_cond_allocation_lowA_impR_highR_highN_974"":""70""}","",""
"instructions","11","1284896","0.0-8.0","03essap22g8cqbb","3","[{""page_index"":0,""viewing_time"":50715.36500006914},{""page_index"":1,""viewing_time"":3503.7000000011176}]","54220.28000000864","","","",""
"html-button-response","12","1287215","0.0-9.0","03essap22g8cqbb","3","","2316.8000001460314","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
