"trial_type","trial_index","time_elapsed","internal_node_id","subject","order_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","19","0.0-0.0","dbr9e2depokq0ok","3","","","","","",""
"instructions","1","162256","0.0-1.0","dbr9e2depokq0ok","3","[{""page_index"":0,""viewing_time"":12429.310000035912},{""page_index"":1,""viewing_time"":60968.05000002496},{""page_index"":2,""viewing_time"":61815.474999835715},{""page_index"":3,""viewing_time"":27022.785000037402}]","162236.20499996468","","","",""
"external-html","2","189210","0.0-2.0","dbr9e2depokq0ok","3","","26779.370000120252","js/consent.html","","",""
"survey-html-form","3","197112","0.0-3.0","dbr9e2depokq0ok","3","","7899.860000004992","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","203380","0.0-4.0","dbr9e2depokq0ok","3","","6267.854999983683","","{""prolific"":""5c5c65f82b9837000195da29""}","",""
"survey-html-form","5","260504","0.0-5.0","dbr9e2depokq0ok","3","","57123.57500009239","","{""sex"":""male"",""age"":""68"",""other"":"""",""business_exp"":""25"",""business_edu"":""0""}","",""
"instructions","6","362400","0.0-6.0","dbr9e2depokq0ok","3","[{""page_index"":0,""viewing_time"":3492.860000114888},{""page_index"":1,""viewing_time"":54399.655000073835},{""page_index"":2,""viewing_time"":40028.56499981135},{""page_index"":3,""viewing_time"":3973.9750002045184}]","101895.28000005521","","","",""
"survey-html-form2","7","690325","0.0-7.0-0.0","dbr9e2depokq0ok","3","","327921.73000006005","","{""national-newspaper_cond_ranking_highA_expR_highR_highN_964"":""1"",""national-newspaper_cond_allocation_highA_expR_highR_highN_964"":""70"",""national-newspaper_cond_ranking_highA_expR_highR_lowN_192"":""2"",""national-newspaper_cond_allocation_highA_expR_highR_lowN_192"":""30"",""pharmaceutical_cond_ranking_highA_expR_lowR_lowN_194"":""1"",""pharmaceutical_cond_allocation_highA_expR_lowR_lowN_194"":""60"",""pharmaceutical_cond_ranking_highA_expR_lowR_highN_952"":""2"",""pharmaceutical_cond_allocation_highA_expR_lowR_highN_952"":""40"",""railway_cond_ranking_highA_expR_highR_lowN_128"":""2"",""railway_cond_allocation_highA_expR_highR_lowN_128"":""30"",""railway_cond_ranking_highA_expR_highR_highN_974"":""1"",""railway_cond_allocation_highA_expR_highR_highN_974"":""70"",""high-rise-construction_cond_ranking_highA_expR_lowR_lowN_183"":""1"",""high-rise-construction_cond_allocation_highA_expR_lowR_lowN_183"":""65"",""high-rise-construction_cond_ranking_highA_expR_lowR_highN_913"":""2"",""high-rise-construction_cond_allocation_highA_expR_lowR_highN_913"":""35""}","",""
"survey-html-form2","8","915522","0.0-7.0-0.1","dbr9e2depokq0ok","3","","225195.26499998756","","{""oil-well_cond_ranking_highA_impR_highR_lowN_192"":""1"",""oil-well_cond_allocation_highA_impR_highR_lowN_192"":""100"",""oil-well_cond_ranking_highA_impR_highR_highN_964"":""2"",""oil-well_cond_allocation_highA_impR_highR_highN_964"":""0"",""shipping-logistics_cond_ranking_highA_impR_highR_highN_974"":""2"",""shipping-logistics_cond_allocation_highA_impR_highR_highN_974"":""70"",""shipping-logistics_cond_ranking_highA_impR_highR_lowN_128"":""1"",""shipping-logistics_cond_allocation_highA_impR_highR_lowN_128"":""30"",""restaurant-chain_cond_ranking_highA_impR_lowR_lowN_183"":""1"",""restaurant-chain_cond_allocation_highA_impR_lowR_lowN_183"":""65"",""restaurant-chain_cond_ranking_highA_impR_lowR_highN_913"":""2"",""restaurant-chain_cond_allocation_highA_impR_lowR_highN_913"":""35"",""microchip_cond_ranking_highA_impR_lowR_lowN_194"":""1"",""microchip_cond_allocation_highA_impR_lowR_lowN_194"":""70"",""microchip_cond_ranking_highA_impR_lowR_highN_952"":""2"",""microchip_cond_allocation_highA_impR_lowR_highN_952"":""30""}","",""
"survey-html-form2","9","1297930","0.0-7.0-0.2","dbr9e2depokq0ok","3","","382404.68999999575","","{""railway_cond_ranking_lowA_expR_highR_lowN_128"":""5"",""railway_cond_allocation_lowA_expR_highR_lowN_128"":""50"",""railway_cond_ranking_lowA_expR_highR_highN_974"":""4"",""railway_cond_allocation_lowA_expR_highR_highN_974"":""50"",""pharmaceutical_cond_ranking_lowA_expR_lowR_lowN_194"":""3"",""pharmaceutical_cond_allocation_lowA_expR_lowR_lowN_194"":""50"",""pharmaceutical_cond_ranking_lowA_expR_lowR_highN_952"":""6"",""pharmaceutical_cond_allocation_lowA_expR_lowR_highN_952"":""30"",""national-newspaper_cond_ranking_lowA_expR_highR_highN_964"":""1"",""national-newspaper_cond_allocation_lowA_expR_highR_highN_964"":""100"",""national-newspaper_cond_ranking_lowA_expR_highR_lowN_192"":""7"",""national-newspaper_cond_allocation_lowA_expR_highR_lowN_192"":""10"",""high-rise-construction_cond_ranking_lowA_expR_lowR_lowN_183"":""2"",""high-rise-construction_cond_allocation_lowA_expR_lowR_lowN_183"":""100"",""high-rise-construction_cond_ranking_lowA_expR_lowR_highN_913"":""8"",""high-rise-construction_cond_allocation_lowA_expR_lowR_highN_913"":""10""}","",""
