"trial_type","trial_index","time_elapsed","internal_node_id","subject","order_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","25","0.0-0.0","huo6gp1yw0ve1ou","1","","","","","",""
"instructions","1","132897","0.0-1.0","huo6gp1yw0ve1ou","1","[{""page_index"":0,""viewing_time"":3295.014999996056},{""page_index"":1,""viewing_time"":53184.38000000606},{""page_index"":2,""viewing_time"":38159.57999999955},{""page_index"":3,""viewing_time"":38228.61499999999}]","132868.9400000003","","","",""
"external-html","2","141844","0.0-2.0","huo6gp1yw0ve1ou","1","","8907.540000000154","js/consent.html","","",""
"survey-html-form","3","147571","0.0-3.0","huo6gp1yw0ve1ou","1","","5725.0050000002375","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","152285","0.0-4.0","huo6gp1yw0ve1ou","1","","4712.714999994205","","{""prolific"":""5defacec6edacd000c8ddeb3""}","",""
"survey-html-form","5","174295","0.0-5.0","huo6gp1yw0ve1ou","1","","22008.61000000441","","{""sex"":""female"",""age"":""28"",""other"":"""",""business_exp"":""5"",""business_edu"":""0""}","",""
"instructions","6","237725","0.0-6.0","huo6gp1yw0ve1ou","1","[{""page_index"":0,""viewing_time"":1874.454999997397},{""page_index"":1,""viewing_time"":34884.079999996175},{""page_index"":2,""viewing_time"":24553.670000001148},{""page_index"":3,""viewing_time"":2116.775000002235}]","63429.29000000004","","","",""
"survey-html-form2","7","859636","0.0-7.0-0.0","huo6gp1yw0ve1ou","1","","621908.319999995","","{""oil-well_cond_ranking_lowA_impR_highR_highN_964"":""4"",""oil-well_cond_allocation_lowA_impR_highR_highN_964"":""40"",""oil-well_cond_ranking_lowA_impR_highR_lowN_192"":""1"",""oil-well_cond_allocation_lowA_impR_highR_lowN_192"":""120"",""restaurant-chain_cond_ranking_lowA_impR_lowR_highN_913"":""8"",""restaurant-chain_cond_allocation_lowA_impR_lowR_highN_913"":""10"",""restaurant-chain_cond_ranking_lowA_impR_lowR_lowN_183"":""7"",""restaurant-chain_cond_allocation_lowA_impR_lowR_lowN_183"":""15"",""shipping-logistics_cond_ranking_lowA_impR_highR_highN_974"":""5"",""shipping-logistics_cond_allocation_lowA_impR_highR_highN_974"":""25"",""shipping-logistics_cond_ranking_lowA_impR_highR_lowN_128"":""3"",""shipping-logistics_cond_allocation_lowA_impR_highR_lowN_128"":""85"",""microchip_cond_ranking_lowA_impR_lowR_lowN_194"":""2"",""microchip_cond_allocation_lowA_impR_lowR_lowN_194"":""100"",""microchip_cond_ranking_lowA_impR_lowR_highN_952"":""6"",""microchip_cond_allocation_lowA_impR_lowR_highN_952"":""5""}","",""
"survey-html-form2","8","1150952","0.0-7.0-0.1","huo6gp1yw0ve1ou","1","","291302.84999999986","","{""national-newspaper_cond_ranking_lowA_expR_highR_lowN_192"":""2"",""national-newspaper_cond_allocation_lowA_expR_highR_lowN_192"":""90"",""national-newspaper_cond_ranking_lowA_expR_highR_highN_964"":""6"",""national-newspaper_cond_allocation_lowA_expR_highR_highN_964"":""20"",""pharmaceutical_cond_ranking_lowA_expR_lowR_highN_952"":""7"",""pharmaceutical_cond_allocation_lowA_expR_lowR_highN_952"":""3"",""pharmaceutical_cond_ranking_lowA_expR_lowR_lowN_194"":""1"",""pharmaceutical_cond_allocation_lowA_expR_lowR_lowN_194"":""160"",""railway_cond_ranking_lowA_expR_highR_highN_974"":""5"",""railway_cond_allocation_lowA_expR_highR_highN_974"":""50"",""railway_cond_ranking_lowA_expR_highR_lowN_128"":""3"",""railway_cond_allocation_lowA_expR_highR_lowN_128"":""45"",""high-rise-construction_cond_ranking_lowA_expR_lowR_lowN_183"":""4"",""high-rise-construction_cond_allocation_lowA_expR_lowR_lowN_183"":""30"",""high-rise-construction_cond_ranking_lowA_expR_lowR_highN_913"":""8"",""high-rise-construction_cond_allocation_lowA_expR_lowR_highN_913"":""2""}","",""
"survey-html-form2","9","1237643","0.0-7.0-0.2","huo6gp1yw0ve1ou","1","","86689.28999999468","","{""restaurant-chain_cond_ranking_highA_impR_lowR_highN_913"":""2"",""restaurant-chain_cond_allocation_highA_impR_lowR_highN_913"":""40"",""restaurant-chain_cond_ranking_highA_impR_lowR_lowN_183"":""1"",""restaurant-chain_cond_allocation_highA_impR_lowR_lowN_183"":""60"",""shipping-logistics_cond_ranking_highA_impR_highR_highN_974"":""2"",""shipping-logistics_cond_allocation_highA_impR_highR_highN_974"":""25"",""shipping-logistics_cond_ranking_highA_impR_highR_lowN_128"":""1"",""shipping-logistics_cond_allocation_highA_impR_highR_lowN_128"":""75"",""microchip_cond_ranking_highA_impR_lowR_lowN_194"":""1"",""microchip_cond_allocation_highA_impR_lowR_lowN_194"":""80"",""microchip_cond_ranking_highA_impR_lowR_highN_952"":""2"",""microchip_cond_allocation_highA_impR_lowR_highN_952"":""20"",""oil-well_cond_ranking_highA_impR_highR_highN_964"":""2"",""oil-well_cond_allocation_highA_impR_highR_highN_964"":""25"",""oil-well_cond_ranking_highA_impR_highR_lowN_192"":""1"",""oil-well_cond_allocation_highA_impR_highR_lowN_192"":""75""}","",""
"survey-html-form2","10","1325337","0.0-7.0-0.3","huo6gp1yw0ve1ou","1","","87690.5599999954","","{""pharmaceutical_cond_ranking_highA_expR_lowR_highN_952"":""2"",""pharmaceutical_cond_allocation_highA_expR_lowR_highN_952"":""40"",""pharmaceutical_cond_ranking_highA_expR_lowR_lowN_194"":""1"",""pharmaceutical_cond_allocation_highA_expR_lowR_lowN_194"":""60"",""national-newspaper_cond_ranking_highA_expR_highR_lowN_192"":""1"",""national-newspaper_cond_allocation_highA_expR_highR_lowN_192"":""75"",""national-newspaper_cond_ranking_highA_expR_highR_highN_964"":""2"",""national-newspaper_cond_allocation_highA_expR_highR_highN_964"":""25"",""railway_cond_ranking_highA_expR_highR_highN_974"":""2"",""railway_cond_allocation_highA_expR_highR_highN_974"":""25"",""railway_cond_ranking_highA_expR_highR_lowN_128"":""1"",""railway_cond_allocation_highA_expR_highR_lowN_128"":""75"",""high-rise-construction_cond_ranking_highA_expR_lowR_lowN_183"":""1"",""high-rise-construction_cond_allocation_highA_expR_lowR_lowN_183"":""60"",""high-rise-construction_cond_ranking_highA_expR_lowR_highN_913"":""2"",""high-rise-construction_cond_allocation_highA_expR_lowR_highN_913"":""40""}","",""
"instructions","11","1359575","0.0-8.0","huo6gp1yw0ve1ou","1","[{""page_index"":0,""viewing_time"":30111.610000000102},{""page_index"":1,""viewing_time"":4124.2050000000745}]","34236.5849999988","","","",""
"html-button-response","12","1361519","0.0-9.0","huo6gp1yw0ve1ou","1","","1942.4150000049267","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
