"trial_type","trial_index","time_elapsed","internal_node_id","subject","order_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","11","0.0-0.0","mrdj6wh5s65b4o8","4","","","","","",""
"instructions","1","23183","0.0-1.0","mrdj6wh5s65b4o8","4","[{""page_index"":0,""viewing_time"":11847.475000016857},{""page_index"":1,""viewing_time"":2699.7949999931734},{""page_index"":0,""viewing_time"":2226.47500000312},{""page_index"":1,""viewing_time"":3858.639999991283},{""page_index"":2,""viewing_time"":1567.1150000125635},{""page_index"":3,""viewing_time"":971.3399999891408}]","23171.64000001503","","","",""
"external-html","2","28348","0.0-2.0","mrdj6wh5s65b4o8","4","","5146.669999987353","js/consent.html","","",""
"survey-html-form","3","29833","0.0-3.0","mrdj6wh5s65b4o8","4","","1482.0400000025984","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","54698","0.0-4.0","mrdj6wh5s65b4o8","4","","24864.60500000976","","{""prolific"":""test12341234123412341234""}","",""
"survey-html-form","5","59131","0.0-5.0","mrdj6wh5s65b4o8","4","","4430.640000005951","","{""sex"":""male"",""age"":""11"",""other"":"""",""business_exp"":""1"",""business_edu"":""1""}","",""
"instructions","6","70806","0.0-6.0","mrdj6wh5s65b4o8","4","[{""page_index"":0,""viewing_time"":1222.2149999870453},{""page_index"":1,""viewing_time"":7283.510000008391},{""page_index"":2,""viewing_time"":2144.800000009127},{""page_index"":3,""viewing_time"":1023.9399999845773}]","11674.789999990026","","","",""
"survey-html-form2","7","86208","0.0-7.0-0.0","mrdj6wh5s65b4o8","4","","15398.839999979828","","{""pharmaceutical_cond_ranking_lowA_expR_lowR_highN_952"":""1"",""pharmaceutical_cond_allocation_lowA_expR_lowR_highN_952"":""400"",""pharmaceutical_cond_ranking_lowA_expR_lowR_lowN_194"":""2"",""pharmaceutical_cond_allocation_lowA_expR_lowR_lowN_194"":""0"",""high-rise-construction_cond_ranking_lowA_expR_lowR_lowN_183"":""3"",""high-rise-construction_cond_allocation_lowA_expR_lowR_lowN_183"":""0"",""high-rise-construction_cond_ranking_lowA_expR_lowR_highN_913"":""4"",""high-rise-construction_cond_allocation_lowA_expR_lowR_highN_913"":""0"",""national-newspaper_cond_ranking_lowA_expR_highR_lowN_192"":""5"",""national-newspaper_cond_allocation_lowA_expR_highR_lowN_192"":""0"",""national-newspaper_cond_ranking_lowA_expR_highR_highN_964"":""6"",""national-newspaper_cond_allocation_lowA_expR_highR_highN_964"":""0"",""railway_cond_ranking_lowA_expR_highR_lowN_128"":""7"",""railway_cond_allocation_lowA_expR_highR_lowN_128"":""0"",""railway_cond_ranking_lowA_expR_highR_highN_974"":""8"",""railway_cond_allocation_lowA_expR_highR_highN_974"":""0""}","",""
"survey-html-form2","8","100292","0.0-7.0-0.1","mrdj6wh5s65b4o8","4","","14080.919999978505","","{""oil-well_cond_ranking_lowA_impR_highR_lowN_192"":""1"",""oil-well_cond_allocation_lowA_impR_highR_lowN_192"":""400"",""oil-well_cond_ranking_lowA_impR_highR_highN_964"":""2"",""oil-well_cond_allocation_lowA_impR_highR_highN_964"":""0"",""restaurant-chain_cond_ranking_lowA_impR_lowR_lowN_183"":""3"",""restaurant-chain_cond_allocation_lowA_impR_lowR_lowN_183"":""0"",""restaurant-chain_cond_ranking_lowA_impR_lowR_highN_913"":""4"",""restaurant-chain_cond_allocation_lowA_impR_lowR_highN_913"":""0"",""shipping-logistics_cond_ranking_lowA_impR_highR_highN_974"":""5"",""shipping-logistics_cond_allocation_lowA_impR_highR_highN_974"":""0"",""shipping-logistics_cond_ranking_lowA_impR_highR_lowN_128"":""6"",""shipping-logistics_cond_allocation_lowA_impR_highR_lowN_128"":""0"",""microchip_cond_ranking_lowA_impR_lowR_lowN_194"":""7"",""microchip_cond_allocation_lowA_impR_lowR_lowN_194"":""0"",""microchip_cond_ranking_lowA_impR_lowR_highN_952"":""8"",""microchip_cond_allocation_lowA_impR_lowR_highN_952"":""0""}","",""
"survey-html-form2","9","114079","0.0-7.0-0.2","mrdj6wh5s65b4o8","4","","13780.969999992521","","{""pharmaceutical_cond_ranking_highA_expR_lowR_highN_952"":""1"",""pharmaceutical_cond_allocation_highA_expR_lowR_highN_952"":""100"",""pharmaceutical_cond_ranking_highA_expR_lowR_lowN_194"":""2"",""pharmaceutical_cond_allocation_highA_expR_lowR_lowN_194"":""0"",""high-rise-construction_cond_ranking_highA_expR_lowR_lowN_183"":""1"",""high-rise-construction_cond_allocation_highA_expR_lowR_lowN_183"":""100"",""high-rise-construction_cond_ranking_highA_expR_lowR_highN_913"":""2"",""high-rise-construction_cond_allocation_highA_expR_lowR_highN_913"":""0"",""national-newspaper_cond_ranking_highA_expR_highR_lowN_192"":""1"",""national-newspaper_cond_allocation_highA_expR_highR_lowN_192"":""100"",""national-newspaper_cond_ranking_highA_expR_highR_highN_964"":""2"",""national-newspaper_cond_allocation_highA_expR_highR_highN_964"":""0"",""railway_cond_ranking_highA_expR_highR_lowN_128"":""1"",""railway_cond_allocation_highA_expR_highR_lowN_128"":""100"",""railway_cond_ranking_highA_expR_highR_highN_974"":""2"",""railway_cond_allocation_highA_expR_highR_highN_974"":""0""}","",""
