"trial_type","trial_index","time_elapsed","internal_node_id","subject","order_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","8","0.0-0.0","q6j716pz9hvszw8","3","","","","","",""
"instructions","1","125914","0.0-1.0","q6j716pz9hvszw8","3","[{""page_index"":0,""viewing_time"":122571.24499999918},{""page_index"":1,""viewing_time"":1627.5900000036927},{""page_index"":2,""viewing_time"":782.9749999946216},{""page_index"":3,""viewing_time"":918.904999998631}]","125901.10499999719","","","",""
"external-html","2","129604","0.0-2.0","q6j716pz9hvszw8","3","","3103.190000008908","js/consent.html","","",""
"survey-html-form","3","131124","0.0-3.0","q6j716pz9hvszw8","3","","1518.4250000020256","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","134134","0.0-4.0","q6j716pz9hvszw8","3","","3008.044999995036","","{""sona"":""test""}","",""
"survey-html-form","5","137852","0.0-5.0","q6j716pz9hvszw8","3","","3716.3849999924423","","{""sex"":""male"",""age"":""11"",""other"":"""",""business_exp"":""1"",""business_edu"":""1""}","",""
"instructions","6","196848","0.0-6.0","q6j716pz9hvszw8","3","[{""page_index"":0,""viewing_time"":2396.3549999898532},{""page_index"":1,""viewing_time"":41210.45500000764},{""page_index"":2,""viewing_time"":14137.080000000424},{""page_index"":3,""viewing_time"":1249.309999999241}]","58993.70499998622","","","",""
"survey-html-form2","7","216126","0.0-7.0-0.0","q6j716pz9hvszw8","3","","19273.300000000745","","{""railway_cond_ranking_highA_expR_highR_lowN_128"":""1"",""railway_cond_allocation_highA_expR_highR_lowN_128"":""100"",""railway_cond_ranking_highA_expR_highR_highN_974"":""2"",""railway_cond_allocation_highA_expR_highR_highN_974"":""0"",""national-newspaper_cond_ranking_highA_expR_highR_highN_964"":""1"",""national-newspaper_cond_allocation_highA_expR_highR_highN_964"":""100"",""national-newspaper_cond_ranking_highA_expR_highR_lowN_192"":""2"",""national-newspaper_cond_allocation_highA_expR_highR_lowN_192"":""0"",""pharmaceutical_cond_ranking_highA_expR_lowR_highN_952"":""1"",""pharmaceutical_cond_allocation_highA_expR_lowR_highN_952"":""100"",""pharmaceutical_cond_ranking_highA_expR_lowR_lowN_194"":""2"",""pharmaceutical_cond_allocation_highA_expR_lowR_lowN_194"":""0"",""high-rise-construction_cond_ranking_highA_expR_lowR_highN_913"":""1"",""high-rise-construction_cond_allocation_highA_expR_lowR_highN_913"":""100"",""high-rise-construction_cond_ranking_highA_expR_lowR_lowN_183"":""2"",""high-rise-construction_cond_allocation_highA_expR_lowR_lowN_183"":""0""}","",""
"survey-html-form2","8","228245","0.0-7.0-0.1","q6j716pz9hvszw8","3","","12115.709999998217","","{""microchip_cond_ranking_highA_impR_lowR_lowN_194"":""1"",""microchip_cond_allocation_highA_impR_lowR_lowN_194"":""100"",""microchip_cond_ranking_highA_impR_lowR_highN_952"":""2"",""microchip_cond_allocation_highA_impR_lowR_highN_952"":""0"",""oil-well_cond_ranking_highA_impR_highR_lowN_192"":""1"",""oil-well_cond_allocation_highA_impR_highR_lowN_192"":""100"",""oil-well_cond_ranking_highA_impR_highR_highN_964"":""2"",""oil-well_cond_allocation_highA_impR_highR_highN_964"":""0"",""shipping-logistics_cond_ranking_highA_impR_highR_highN_974"":""1"",""shipping-logistics_cond_allocation_highA_impR_highR_highN_974"":""100"",""shipping-logistics_cond_ranking_highA_impR_highR_lowN_128"":""2"",""shipping-logistics_cond_allocation_highA_impR_highR_lowN_128"":""0"",""restaurant-chain_cond_ranking_highA_impR_lowR_highN_913"":""1"",""restaurant-chain_cond_allocation_highA_impR_lowR_highN_913"":""100"",""restaurant-chain_cond_ranking_highA_impR_lowR_lowN_183"":""2"",""restaurant-chain_cond_allocation_highA_impR_lowR_lowN_183"":""0""}","",""
"survey-html-form2","9","247229","0.0-7.0-0.2","q6j716pz9hvszw8","3","","18968.464999998105","","{""national-newspaper_cond_ranking_lowA_expR_highR_highN_964"":""1"",""national-newspaper_cond_allocation_lowA_expR_highR_highN_964"":""400"",""national-newspaper_cond_ranking_lowA_expR_highR_lowN_192"":""2"",""national-newspaper_cond_allocation_lowA_expR_highR_lowN_192"":""0"",""high-rise-construction_cond_ranking_lowA_expR_lowR_highN_913"":""3"",""high-rise-construction_cond_allocation_lowA_expR_lowR_highN_913"":""0"",""high-rise-construction_cond_ranking_lowA_expR_lowR_lowN_183"":""4"",""high-rise-construction_cond_allocation_lowA_expR_lowR_lowN_183"":""0"",""railway_cond_ranking_lowA_expR_highR_lowN_128"":""5"",""railway_cond_allocation_lowA_expR_highR_lowN_128"":""0"",""railway_cond_ranking_lowA_expR_highR_highN_974"":""6"",""railway_cond_allocation_lowA_expR_highR_highN_974"":""0"",""pharmaceutical_cond_ranking_lowA_expR_lowR_highN_952"":""7"",""pharmaceutical_cond_allocation_lowA_expR_lowR_highN_952"":""0"",""pharmaceutical_cond_ranking_lowA_expR_lowR_lowN_194"":""8"",""pharmaceutical_cond_allocation_lowA_expR_lowR_lowN_194"":""0""}","",""
"survey-html-form2","10","271535","0.0-7.0-0.3","q6j716pz9hvszw8","3","","24297.660000011092","","{""restaurant-chain_cond_ranking_lowA_impR_lowR_highN_913"":""1"",""restaurant-chain_cond_allocation_lowA_impR_lowR_highN_913"":""400"",""restaurant-chain_cond_ranking_lowA_impR_lowR_lowN_183"":""2"",""restaurant-chain_cond_allocation_lowA_impR_lowR_lowN_183"":""0"",""oil-well_cond_ranking_lowA_impR_highR_lowN_192"":""3"",""oil-well_cond_allocation_lowA_impR_highR_lowN_192"":""0"",""oil-well_cond_ranking_lowA_impR_highR_highN_964"":""4"",""oil-well_cond_allocation_lowA_impR_highR_highN_964"":""0"",""microchip_cond_ranking_lowA_impR_lowR_lowN_194"":""5"",""microchip_cond_allocation_lowA_impR_lowR_lowN_194"":""0"",""microchip_cond_ranking_lowA_impR_lowR_highN_952"":""6"",""microchip_cond_allocation_lowA_impR_lowR_highN_952"":""0"",""shipping-logistics_cond_ranking_lowA_impR_highR_highN_974"":""7"",""shipping-logistics_cond_allocation_lowA_impR_highR_highN_974"":""0"",""shipping-logistics_cond_ranking_lowA_impR_highR_lowN_128"":""8"",""shipping-logistics_cond_allocation_lowA_impR_highR_lowN_128"":""0""}","",""
"instructions","11","276322","0.0-8.0","q6j716pz9hvszw8","3","[{""page_index"":0,""viewing_time"":2794.034999998985},{""page_index"":1,""viewing_time"":1991.6200000006938}]","4786.189999998896","","","",""
"html-button-response","12","277988","0.0-9.0","q6j716pz9hvszw8","3","","1663.9300000097137","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
