"trial_type","trial_index","time_elapsed","internal_node_id","subject","order_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","25","0.0-0.0","hx2uefyjryh9ehp","1","","","","","",""
"instructions","1","30968","0.0-1.0","hx2uefyjryh9ehp","1","[{""page_index"":0,""viewing_time"":3501.5500000008615},{""page_index"":1,""viewing_time"":4479.715000001306},{""page_index"":2,""viewing_time"":1200.2099999954225},{""page_index"":1,""viewing_time"":2119.800000000396},{""page_index"":2,""viewing_time"":18135.730000001786},{""page_index"":3,""viewing_time"":1503.9699999979348}]","30941.930000000866","","","",""
"external-html","2","34912","0.0-2.0","hx2uefyjryh9ehp","1","","3922.2549999976764","js/consent.html","","",""
"survey-html-form","3","50465","0.0-3.0","hx2uefyjryh9ehp","1","","15549.950000000536","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","57880","0.0-4.0","hx2uefyjryh9ehp","1","","7414.445000002161","","{""prolific"":""5d4949d04c12d50015ec3e5a""}","",""
"survey-html-form","5","119208","0.0-5.0","hx2uefyjryh9ehp","1","","61325.90999999957","","{""sex"":""male"",""age"":""20"",""other"":"""",""business_exp"":""1"",""business_edu"":""1""}","",""
"instructions","6","178990","0.0-6.0","hx2uefyjryh9ehp","1","[{""page_index"":0,""viewing_time"":1437.8749999959837},{""page_index"":1,""viewing_time"":23511.995000000752},{""page_index"":2,""viewing_time"":33719.40000000177},{""page_index"":3,""viewing_time"":1111.9199999957345}]","59781.53499999462","","","",""
"survey-html-form2","7","772809","0.0-7.0-0.0","hx2uefyjryh9ehp","1","","593814.7149999931","","{""shipping-logistics_cond_ranking_lowA_impR_highR_highN_974"":""3"",""shipping-logistics_cond_allocation_lowA_impR_highR_highN_974"":""60"",""shipping-logistics_cond_ranking_lowA_impR_highR_lowN_128"":""6"",""shipping-logistics_cond_allocation_lowA_impR_highR_lowN_128"":""10"",""oil-well_cond_ranking_lowA_impR_highR_highN_964"":""4"",""oil-well_cond_allocation_lowA_impR_highR_highN_964"":""50"",""oil-well_cond_ranking_lowA_impR_highR_lowN_192"":""8"",""oil-well_cond_allocation_lowA_impR_highR_lowN_192"":""20"",""microchip_cond_ranking_lowA_impR_lowR_lowN_194"":""5"",""microchip_cond_allocation_lowA_impR_lowR_lowN_194"":""55"",""microchip_cond_ranking_lowA_impR_lowR_highN_952"":""1"",""microchip_cond_allocation_lowA_impR_lowR_highN_952"":""90"",""restaurant-chain_cond_ranking_lowA_impR_lowR_lowN_183"":""7"",""restaurant-chain_cond_allocation_lowA_impR_lowR_lowN_183"":""30"",""restaurant-chain_cond_ranking_lowA_impR_lowR_highN_913"":""2"",""restaurant-chain_cond_allocation_lowA_impR_lowR_highN_913"":""85""}","",""
"survey-html-form2","8","1208548","0.0-7.0-0.1","hx2uefyjryh9ehp","1","","435733.0549999969","","{""high-rise-construction_cond_ranking_lowA_expR_lowR_highN_913"":""8"",""high-rise-construction_cond_allocation_lowA_expR_lowR_highN_913"":""10"",""high-rise-construction_cond_ranking_lowA_expR_lowR_lowN_183"":""6"",""high-rise-construction_cond_allocation_lowA_expR_lowR_lowN_183"":""20"",""national-newspaper_cond_ranking_lowA_expR_highR_highN_964"":""2"",""national-newspaper_cond_allocation_lowA_expR_highR_highN_964"":""100"",""national-newspaper_cond_ranking_lowA_expR_highR_lowN_192"":""7"",""national-newspaper_cond_allocation_lowA_expR_highR_lowN_192"":""20"",""pharmaceutical_cond_ranking_lowA_expR_lowR_lowN_194"":""4"",""pharmaceutical_cond_allocation_lowA_expR_lowR_lowN_194"":""30"",""pharmaceutical_cond_ranking_lowA_expR_lowR_highN_952"":""5"",""pharmaceutical_cond_allocation_lowA_expR_lowR_highN_952"":""30"",""railway_cond_ranking_lowA_expR_highR_lowN_128"":""3"",""railway_cond_allocation_lowA_expR_highR_lowN_128"":""40"",""railway_cond_ranking_lowA_expR_highR_highN_974"":""1"",""railway_cond_allocation_lowA_expR_highR_highN_974"":""150""}","",""
"survey-html-form2","9","1437513","0.0-7.0-0.2","hx2uefyjryh9ehp","1","","228962.0199999991","","{""shipping-logistics_cond_ranking_highA_impR_highR_highN_974"":""1"",""shipping-logistics_cond_allocation_highA_impR_highR_highN_974"":""85"",""shipping-logistics_cond_ranking_highA_impR_highR_lowN_128"":""2"",""shipping-logistics_cond_allocation_highA_impR_highR_lowN_128"":""15"",""microchip_cond_ranking_highA_impR_lowR_lowN_194"":""2"",""microchip_cond_allocation_highA_impR_lowR_lowN_194"":""10"",""microchip_cond_ranking_highA_impR_lowR_highN_952"":""1"",""microchip_cond_allocation_highA_impR_lowR_highN_952"":""90"",""restaurant-chain_cond_ranking_highA_impR_lowR_lowN_183"":""2"",""restaurant-chain_cond_allocation_highA_impR_lowR_lowN_183"":""10"",""restaurant-chain_cond_ranking_highA_impR_lowR_highN_913"":""1"",""restaurant-chain_cond_allocation_highA_impR_lowR_highN_913"":""90"",""oil-well_cond_ranking_highA_impR_highR_highN_964"":""1"",""oil-well_cond_allocation_highA_impR_highR_highN_964"":""85"",""oil-well_cond_ranking_highA_impR_highR_lowN_192"":""2"",""oil-well_cond_allocation_highA_impR_highR_lowN_192"":""15""}","",""
"survey-html-form2","10","1542968","0.0-7.0-0.3","hx2uefyjryh9ehp","1","","105450.96000000206","","{""high-rise-construction_cond_ranking_highA_expR_lowR_highN_913"":""2"",""high-rise-construction_cond_allocation_highA_expR_lowR_highN_913"":""20"",""high-rise-construction_cond_ranking_highA_expR_lowR_lowN_183"":""1"",""high-rise-construction_cond_allocation_highA_expR_lowR_lowN_183"":""80"",""pharmaceutical_cond_ranking_highA_expR_lowR_lowN_194"":""1"",""pharmaceutical_cond_allocation_highA_expR_lowR_lowN_194"":""85"",""pharmaceutical_cond_ranking_highA_expR_lowR_highN_952"":""2"",""pharmaceutical_cond_allocation_highA_expR_lowR_highN_952"":""15"",""national-newspaper_cond_ranking_highA_expR_highR_highN_964"":""1"",""national-newspaper_cond_allocation_highA_expR_highR_highN_964"":""90"",""national-newspaper_cond_ranking_highA_expR_highR_lowN_192"":""2"",""national-newspaper_cond_allocation_highA_expR_highR_lowN_192"":""10"",""railway_cond_ranking_highA_expR_highR_lowN_128"":""2"",""railway_cond_allocation_highA_expR_highR_lowN_128"":""10"",""railway_cond_ranking_highA_expR_highR_highN_974"":""1"",""railway_cond_allocation_highA_expR_highR_highN_974"":""90""}","",""
"instructions","11","1547511","0.0-8.0","hx2uefyjryh9ehp","1","[{""page_index"":0,""viewing_time"":2788.5150000001304},{""page_index"":1,""viewing_time"":1751.8599999968428}]","4541.439999993658","","","",""
"html-button-response","12","1548974","0.0-9.0","hx2uefyjryh9ehp","1","","1461.8300000003073","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
