file_id,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,experiment,sample,condition_distribution,condition_awareness,condition_presentation
data_2020-07-13-10-32-16_9r0zockcgb,"[{""page_index"":0,""viewing_time"":1888.3150000001478},{""page_index"":1,""viewing_time"":516.9399999995221},{""page_index"":2,""viewing_time"":540.0600000002669},{""page_index"":3,""viewing_time"":607.4149999994916}]",3553.0250000001615,instructions,0,3616,0.0-0.0-0.0,aggregation_exp2,prolific,"function() {  return jsPsych.randomization.sampleWithoutReplacement([present, absent], 1);}","function() {  return jsPsych.randomization.sampleWithoutReplacement([aware, naive], 1);}","function() {  return jsPsych.randomization.sampleWithoutReplacement([joint, separate], 1);}"
