file_id,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,experiment,sample,condition_distribution,condition_awareness,condition_presentation,responses,question_order
data_2020-07-13-11-14-51_tta9vfd210,"[{""page_index"":0,""viewing_time"":1080.5299999992712},{""page_index"":1,""viewing_time"":381.71000000056665},{""page_index"":2,""viewing_time"":371.29000000004453},{""page_index"":3,""viewing_time"":428.1750000000102},{""page_index"":2,""viewing_time"":562.4549999993178},{""page_index"":3,""viewing_time"":449.825000000601}]",3274.279999999635,instructions,0,3392,0.0-0.0-0.0,aggregation_exp2,prolific,present,naive,joint,NA,NA
data_2020-07-13-11-14-51_tta9vfd210,NA,1517.8850000002058,survey-multi-choice,1,4911,0.0-0.0-1.0-0.0,aggregation_exp2,prolific,present,naive,joint,"{""Q0"":""Yes""}",[0]
