file_id,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,experiment,sample,condition_distribution,condition_awareness,condition_presentation
data_2020-07-13-10-38-28_tsyh1x5130,"[{""page_index"":0,""viewing_time"":3818.504999999277},{""page_index"":1,""viewing_time"":989.8200000006909},{""page_index"":2,""viewing_time"":742.4899999996342},{""page_index"":3,""viewing_time"":866.5650000002643}]",6417.904999999337,instructions,0,6462,0.0-0.0-0.0,aggregation_exp2,prolific,"function() {  return jsPsych.randomization.sampleWithoutReplacement([1, 2], 1);}","function() {  return jsPsych.randomization.sampleWithoutReplacement([1, 2], 1);}","function() {  return jsPsych.randomization.sampleWithoutReplacement([1, 2], 1);}"
