file_id,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,experiment,sample,condition_distribution,condition_awareness,condition_presentation
data_2020-07-13-11-08-57_knt4w6nyvr,"[{""page_index"":0,""viewing_time"":1802.7350000002116},{""page_index"":1,""viewing_time"":989.9350000005143},{""page_index"":2,""viewing_time"":596.1849999994229},{""page_index"":3,""viewing_time"":573.5100000001694}]",3962.9000000004453,instructions,0,4102,0.0-0.0-0.0,aggregation_exp2,prolific,"function() {  return jsPsych.randomization.sampleWithoutReplacement([1, 2], 1);}","function() {  return jsPsych.randomization.sampleWithoutReplacement([1, 2], 1);}","function() {  return jsPsych.randomization.sampleWithoutReplacement([1, 2], 1);}"
