file_id,rt,responses,question_order,trial_type,trial_index,time_elapsed,internal_node_id,experiment,sample,condition_distribution,condition_awareness,condition_presentation
data_2020-07-13-09-52-43_sd7ngibo9t,8333.254999999554,"{""oil-well_140_240_0.55,microchip_170_240_0.45,record-deal_200_240_0.3,shipping-logistics_120_240_0.6,restaurant-chain_110_240_0.7,national-newspaper_180_240_0.35,pharmaceutical_150_240_0.55,railway_140_240_0.6,GMO_130_240_0.6,high-rise-construction_100_240_0.75"":""Yes""}","[0,1,2,3,4,5,6,7,8,9]",survey-multi-choice,0,8392,0.0-0.0-0.0,aggregation_exp2,prolific,present,aware,joint
