file_id,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,experiment,sample,distribution,awareness,presentation,stimulus,button_pressed,responses,question_order
data_2020-07-17-14-21-34_cix3ztzejg,"[{""page_index"":0,""viewing_time"":1374.0399999078363},{""page_index"":1,""viewing_time"":789.0250000637025},{""page_index"":2,""viewing_time"":760.2399999741465}]",2924.129999941215,instructions,0,3244,0.0-0.0-0.0-0.0,aggregation_exp2,prolific,absent,naive,separate,NA,NA,NA,NA
data_2020-07-17-14-21-34_cix3ztzejg,NA,781.1050000600517,html-button-response,1,4028,0.0-0.0-0.0-2.0-0.0,aggregation_exp2,prolific,absent,naive,separate,You will now see the projects.,0,NA,NA
data_2020-07-17-14-21-34_cix3ztzejg,NA,2469.4200000958517,survey-multi-choice,2,6500,0.0-0.0-0.0-6.0-0.0-0.0-0.0,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""high-rise-construction_100_240_0.75"":""Yes""}",[0]
data_2020-07-17-14-21-34_cix3ztzejg,NA,1190.2049999916926,survey-multi-choice,3,7699,0.0-0.0-0.0-6.0-0.0-0.0-0.1,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""oil-well_140_240_0.55"":""Yes""}",[0]
data_2020-07-17-14-21-34_cix3ztzejg,NA,1024.4950000196695,survey-multi-choice,4,8731,0.0-0.0-0.0-6.0-0.0-0.0-0.2,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""pharmaceutical_150_240_0.55"":""Yes""}",[0]
data_2020-07-17-14-21-34_cix3ztzejg,NA,1415.9649999346584,survey-multi-choice,5,10155,0.0-0.0-0.0-6.0-0.0-0.0-0.3,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""record-deal_200_240_0.3"":""Yes""}",[0]
data_2020-07-17-14-21-34_cix3ztzejg,NA,2843.1450000498444,survey-multi-choice,6,13004,0.0-0.0-0.0-6.0-0.0-0.0-0.4,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""GMO_130_240_0.6"":""Yes""}",[0]
data_2020-07-17-14-21-34_cix3ztzejg,NA,3768.8700000289828,survey-multi-choice,7,16780,0.0-0.0-0.0-6.0-0.0-0.0-0.5,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""microchip_170_240_0.45"":""Yes""}",[0]
data_2020-07-17-14-21-34_cix3ztzejg,NA,1585.0499999942258,survey-multi-choice,8,18372,0.0-0.0-0.0-6.0-0.0-0.0-0.6,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""railway_140_240_0.6"":""Yes""}",[0]
data_2020-07-17-14-21-34_cix3ztzejg,NA,1386.4649999886751,survey-multi-choice,9,19764,0.0-0.0-0.0-6.0-0.0-0.0-0.7,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""shipping-logistics_120_240_0.6"":""Yes""}",[0]
data_2020-07-17-14-21-34_cix3ztzejg,NA,1416.82500008028,survey-multi-choice,10,21188,0.0-0.0-0.0-6.0-0.0-0.0-0.8,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""restaurant-chain_110_240_0.7"":""Yes""}",[0]
data_2020-07-17-14-21-34_cix3ztzejg,NA,1472.6050000172108,survey-multi-choice,11,22668,0.0-0.0-0.0-6.0-0.0-0.0-0.9,aggregation_exp2,prolific,absent,naive,separate,NA,NA,"{""national-newspaper_180_240_0.35"":""Yes""}",[0]
