file_id,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,experiment,sample,condition_distribution,condition_awareness,condition_presentation
data_2020-07-13-11-09-46_ge12s3tpyx,"[{""page_index"":0,""viewing_time"":1287.680000000364},{""page_index"":1,""viewing_time"":507.85999999970954},{""page_index"":2,""viewing_time"":470.8749999999782},{""page_index"":3,""viewing_time"":506.27499999973224}]",2773.0149999997593,instructions,0,2853,0.0-0.0-0.0,aggregation_exp2,prolific,2,"function() {  return jsPsych.randomization.sampleWithoutReplacement([1, 2], 1);}","function() {  return jsPsych.randomization.sampleWithoutReplacement([1, 2], 1);}"
