file_id,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,experiment,sample,distribution,awareness,presentation,stimulus,button_pressed,responses,question_order
data_2020-07-15-19-14-27_0bxh9975kn,"[{""page_index"":0,""viewing_time"":2400.6500000832602},{""page_index"":1,""viewing_time"":591.6149999247864},{""page_index"":2,""viewing_time"":695.8850000519305}]",3688.50500008557,instructions,0,3744,0.0-0.0-0.0,aggregation_exp2,prolific,present,aware,separate,NA,NA,NA,NA
data_2020-07-15-19-14-27_0bxh9975kn,NA,694.8599999304861,html-button-response,1,4441,0.0-0.0-1.0-0.0,aggregation_exp2,prolific,present,aware,separate,You will now see the 10 projects.,0,NA,NA
data_2020-07-15-19-14-27_0bxh9975kn,NA,2622.2550000529736,survey-multi-choice,2,7065,0.0-0.0-5.0-0.0-0.0-0.0,aggregation_exp2,prolific,present,aware,separate,NA,NA,"{""railway_140_240_0.6"":""Yes""}",[0]
data_2020-07-15-19-14-27_0bxh9975kn,NA,2023.869999917224,survey-multi-choice,3,9096,0.0-0.0-5.0-0.0-0.0-0.1,aggregation_exp2,prolific,present,aware,separate,NA,NA,"{""high-rise-construction_100_240_0.75"":""Yes""}",[0]
data_2020-07-15-19-14-27_0bxh9975kn,NA,11674.450000049546,survey-multi-choice,4,20777,0.0-0.0-5.0-0.0-0.0-0.2,aggregation_exp2,prolific,present,aware,separate,NA,NA,"{""GMO_130_240_0.6"":""Yes""}",[0]
data_2020-07-15-19-14-27_0bxh9975kn,NA,1512.470000074245,survey-multi-choice,5,22297,0.0-0.0-5.0-0.0-0.0-0.3,aggregation_exp2,prolific,present,aware,separate,NA,NA,"{""record-deal_200_240_0.3"":""Yes""}",[0]
data_2020-07-15-19-14-27_0bxh9975kn,NA,1241.2799999583513,survey-multi-choice,6,23545,0.0-0.0-5.0-0.0-0.0-0.4,aggregation_exp2,prolific,present,aware,separate,NA,NA,"{""restaurant-chain_110_240_0.7"":""Yes""}",[0]
data_2020-07-15-19-14-27_0bxh9975kn,NA,1313.0649999948218,survey-multi-choice,7,24865,0.0-0.0-5.0-0.0-0.0-0.5,aggregation_exp2,prolific,present,aware,separate,NA,NA,"{""pharmaceutical_150_240_0.55"":""Yes""}",[0]
data_2020-07-15-19-14-27_0bxh9975kn,NA,1161.699999938719,survey-multi-choice,8,26033,0.0-0.0-5.0-0.0-0.0-0.6,aggregation_exp2,prolific,present,aware,separate,NA,NA,"{""national-newspaper_180_240_0.35"":""Yes""}",[0]
data_2020-07-15-19-14-27_0bxh9975kn,NA,1249.4699999224395,survey-multi-choice,9,27289,0.0-0.0-5.0-0.0-0.0-0.7,aggregation_exp2,prolific,present,aware,separate,NA,NA,"{""shipping-logistics_120_240_0.6"":""Yes""}",[0]
data_2020-07-15-19-14-27_0bxh9975kn,NA,1097.5499999476597,survey-multi-choice,10,28393,0.0-0.0-5.0-0.0-0.0-0.8,aggregation_exp2,prolific,present,aware,separate,NA,NA,"{""microchip_170_240_0.45"":""Yes""}",[0]
data_2020-07-15-19-14-27_0bxh9975kn,NA,1114.0400000149384,survey-multi-choice,11,29513,0.0-0.0-5.0-0.0-0.0-0.9,aggregation_exp2,prolific,present,aware,separate,NA,NA,"{""oil-well_140_240_0.55"":""Yes""}",[0]
data_2020-07-15-19-14-27_0bxh9975kn,NA,1529.1300000390038,survey-multi-choice,12,31049,0.0-0.0-7.0-0.0,aggregation_exp2,prolific,present,aware,separate,NA,NA,"{""portfolio"":""Yes""}",[0]
