file_id,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,experiment,sample,condition_distribution,condition_awareness,condition_presentation
data_2020-07-13-10-30-49_nftesaeo0e,"[{""page_index"":0,""viewing_time"":1611.4449999995486},{""page_index"":1,""viewing_time"":718.7800000001516},{""page_index"":2,""viewing_time"":630.5149999998321},{""page_index"":3,""viewing_time"":641.1550000002535}]",3602.1899999996094,instructions,0,3682,0.0-0.0-0.0,aggregation_exp2,prolific,"function() {  return jsPsych.randomization.sampleWithoutReplacement([present, absent], 1);}","function() {  return jsPsych.randomization.sampleWithoutReplacement([aware, naive], 1);}","function() {  return jsPsych.randomization.sampleWithoutReplacement([joint, separate], 1);}"
