file_id,rt,responses,question_order,trial_type,trial_index,time_elapsed,internal_node_id,experiment,sample,condition_distribution,condition_awareness,condition_presentation
data_2020-07-13-09-55-21_eb3iktzmal,5777.399999999943,"{""oil-well_140_240_0.55"":""Yes"",""microchip_170_240_0.45"":""Yes"",""record-deal_200_240_0.3"":""Yes"",""shipping-logistics_120_240_0.6"":""Yes"",""restaurant-chain_110_240_0.7"":""Yes"",""national-newspaper_180_240_0.35"":""Yes"",""pharmaceutical_150_240_0.55"":""Yes"",""railway_140_240_0.6"":""Yes"",""GMO_130_240_0.6"":""Yes"",""high-rise-construction_100_240_0.75"":""Yes""}","[0,1,2,3,4,5,6,7,8,9]",survey-multi-choice,0,5833,0.0-0.0-0.0,aggregation_exp2,prolific,present,aware,joint
