file_id,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,experiment,sample,condition_distribution,condition_awareness,condition_presentation
data_2020-07-13-10-39-10_mfch6d5nat,"[{""page_index"":0,""viewing_time"":1141.765000000305},{""page_index"":1,""viewing_time"":675.0199999996767},{""page_index"":2,""viewing_time"":550.6699999996272},{""page_index"":3,""viewing_time"":697.9650000002948}]",3065.725000000384,instructions,0,3115,0.0-0.0-0.0,aggregation_exp2,prolific,"function() {  return jsPsych.randomization.sampleWithoutReplacement([1, 2], 1);}","function() {  return jsPsych.randomization.sampleWithoutReplacement([1, 2], 1);}","function() {  return jsPsych.randomization.sampleWithoutReplacement([1, 2], 1);}"
