session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
5fcdee66501f56d4f14d21b8,5a8f13595292b80001235e09,TIMED-OUT,2020-12-07 08:57:13.030000,,2994502.649429,34,1187,0,100,,,United States,United States,Full-Time,English,United States,Male,Yes
5fce4cb1196fbf00085bd8c1,5e2ee5228800e74a326d1403,APPROVED,2020-12-07 15:39:31.723000,2020-12-07 15:44:58.665000,326.942,37,275,0,100,2020-12-07 21:33:26.986000,8256C4AC,United States,Italy,Part-Time,English,United States,Male,No
5fcea0b16e9e08129aa09469,5f4813c94e8b081877fb26a6,APPROVED,2020-12-07 21:38:44.823000,2020-12-07 21:48:11.070000,566.247,30,293,0,100,2020-12-08 00:54:21.643000,8256C4AC,United States,United States,Unemployed (and job seeking),DATA EXPIRED,United States,Male,No
5fcea0b2196fbf137a70399e,5c91252ba35c7d0001b26626,REJECTED,2020-12-07 21:37:59.311000,2020-12-07 21:46:53.485000,534.174,58,886,3,100,2020-12-15 00:17:33.264000,8256C4AC,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
5fcea0b43ebf1e1372e4107b,58d81a664240e5000118ff51,APPROVED,2020-12-07 21:37:56.107000,2020-12-07 21:49:15.250000,679.143,30,427,0,100,2020-12-08 00:54:26.311000,8256C4AC,United States,United States,Full-Time,English,United States,Female,No
5fcea0b9f17862130b978ab4,5fc3698f5c411255b93cc917,REJECTED,2020-12-07 21:38:34.946000,2020-12-07 22:04:25.959000,1551.013,41,14,2,86,2020-12-15 00:18:14.049000,8256C4AC,United States,United States,Full-Time,DATA EXPIRED,United States,Male,No
5fcea0bda4b795122ca8c082,5fa321101704cd4af231be16,RETURNED,2020-12-07 21:38:09.964000,,2948846.875466,46,108,4,93,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fcea0c13ebf1e1372e4107c,5a99003d777df200015ff521,APPROVED,2020-12-07 21:38:12.071000,2020-12-07 22:26:48.136000,2916.065,38,1071,1,100,2020-12-08 00:54:30.681000,8256C4AC,United States,United States,Full-Time,English,United States,Male,No
5fcea0c38e5d1e133a175ca6,5ee09c1a0c2ad1027f541f53,APPROVED,2020-12-07 21:38:47.013000,2020-12-07 21:52:05.769000,798.756,38,466,0,100,2020-12-08 00:54:38.792000,8256C4AC,United States,United States,Full-Time,English,United States,Female,Yes
5fcea0c97fce7512b73d0e8c,5fc69abea1fb993415b5a8e8,APPROVED,2020-12-07 21:38:21.669000,2020-12-07 22:01:49.836000,1408.167,44,24,2,93,2020-12-08 00:54:43.452000,8256C4AC,United States,United States,Full-Time,DATA EXPIRED,United States,Male,No
5fcea0ca3e3a9f121f42fb4a,5f7b8d1186b828165dae8e5f,APPROVED,2020-12-07 21:38:22.235000,2020-12-07 21:47:21.222000,538.987,57,257,0,100,2020-12-08 00:54:46.492000,8256C4AC,United States,United States,Full-Time,DATA EXPIRED,United States,Male,No
5fcea0cb7486ac13ea1e5f41,5fb904b05cfeb96bbc5eb91d,APPROVED,2020-12-07 21:41:39.863000,2020-12-07 22:03:25.016000,1305.153,43,31,0,100,2020-12-08 00:54:49.594000,8256C4AC,United States,United States,Full-Time,DATA EXPIRED,United States,Male,No
5fcea0cca6324e12c5007cf0,5fc13d051008ae147a9eb62f,REJECTED,2020-12-07 21:38:54.543000,2020-12-07 22:07:52.870000,1738.327,48,25,1,99,2020-12-15 00:18:27.570000,8256C4AC,United States,United States,Full-Time,DATA EXPIRED,United States,Male,No
5fcea0d05d08a012f9c915ce,5fca38bf925f045edc601731,APPROVED,2020-12-07 21:38:39.317000,2020-12-07 22:15:56.242000,2236.925,56,71,1,100,2020-12-08 00:54:52.413000,8256C4AC,DATA EXPIRED,United States,Full-Time,DATA EXPIRED,United States,Female,DATA EXPIRED
5fcea0d39d024312de95bedb,5bd6b15f4b4f9e0001137bd9,APPROVED,2020-12-07 21:38:27.346000,2020-12-07 21:46:21.310000,473.964,40,382,2,100,2020-12-08 00:55:01.586000,8256C4AC,United States,United States,Full-Time,DATA EXPIRED,United States,Male,No
5fcea0d398fa59129e9c0270,5c0f1cf4f3027300014b606f,APPROVED,2020-12-07 21:38:33.278000,2020-12-07 21:46:14.630000,461.352,39,1175,0,100,2020-12-08 00:54:55.243000,8256C4AC,United States,United States,Full-Time,English,United States,Male,No
5fcea0d59d02431350bda7ea,5fca3ebf84069f5ec8a2ad7b,APPROVED,2020-12-07 21:38:33.723000,2020-12-07 22:15:39.527000,2225.804,53,29,0,100,2020-12-08 00:55:05.687000,8256C4AC,DATA EXPIRED,United States,Full-Time,DATA EXPIRED,United States,Female,DATA EXPIRED
5fcea0d69d024312de95bedc,5cf5134c8f8ff80019e76721,APPROVED,2020-12-07 21:38:30.339000,2020-12-07 21:48:18.513000,588.174,47,1077,1,100,2020-12-08 00:55:08.488000,8256C4AC,United States,United States,Full-Time,English,United States,Male,No
5fcea0dc8e5d1e1421a6d6b6,5fb3ee1e63363a000b7038cb,APPROVED,2020-12-07 21:38:36.880000,2020-12-07 21:52:22.192000,825.312,62,119,0,100,2020-12-08 00:55:15.281000,8256C4AC,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",DATA EXPIRED,United States,Female,No
5fcea0dda1714e13eb37b610,5f12691e8427ec1bd6ba5e64,APPROVED,2020-12-07 21:38:42.698000,2020-12-07 21:44:16.133000,333.435,52,420,0,100,2020-12-08 00:55:17.529000,8256C4AC,United States,United States,Part-Time,English,United States,Female,No
5fcea0e42f45be136e90143b,5fc888aca68dc31d9365db73,APPROVED,2020-12-07 21:39:28.204000,2020-12-07 22:06:50.538000,1642.334,46,66,0,100,2020-12-08 00:55:21.167000,8256C4AC,United States,United States,Full-Time,DATA EXPIRED,United States,Male,No
5fcea0e6b2a0dc12fe66ea49,5fc7d1fb82a09a051b13f7c7,RETURNED,2020-12-07 21:39:16.017000,,2948783.169456,47,22,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fcea388fb87b013fc47de93,5fc4593930dfe73d23ee877b,APPROVED,2020-12-07 21:50:00.234000,2020-12-07 21:59:05.611000,545.377,32,79,0,100,2020-12-08 00:55:24.442000,8256C4AC,United States,United States,Full-Time,DATA EXPIRED,United States,Male,No
5fcea4b0ff1e8a14518dd8cc,5fc6e34be33a370fc3a4df8d,APPROVED,2020-12-07 21:55:00.662000,2020-12-07 22:26:43.812000,1903.15,44,26,0,100,2020-12-08 00:55:27.762000,8256C4AC,United States,United States,Full-Time,DATA EXPIRED,United States,Female,DATA EXPIRED
5fcea96779ee8b14a36bb0a4,5fb9f371c62f4093e062d702,APPROVED,2020-12-07 22:15:12.215000,2020-12-07 22:20:47.049000,334.834,47,46,3,89,2020-12-08 00:55:30.661000,8256C4AC,United States,United States,Full-Time,DATA EXPIRED,United States,Female,No
