session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
5ffff2f720c7b51716b3c86b,5c4f2807ae1e8a000180a7ac,TIMED-OUT,2021-01-14 07:30:09.579000,,60171.393129,58,331,3,100,,,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
5ffff3370269aa16efd8b8c7,5ffe86105c81824f30e48d6a,APPROVED,2021-01-14 07:31:09.785000,2021-01-14 07:41:46.655000,636.87,50,4,0,100,2021-01-14 22:58:52.545000,8256C4AC,United States,,Full-Time,,United States,Female,No
5ffff68c57569d0a45fee233,5cc2242c89c84a0017335b71,RETURNED,2021-01-14 07:45:28.082000,,59252.952005,67,733,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ffff78510ceab096c7f9c8b,5e80ad494b3b600008d9be7d,APPROVED,2021-01-14 07:49:33.970000,2021-01-14 08:09:13.793000,1179.823,57,472,0,100,2021-01-14 22:58:54.940000,8256C4AC,United States,United States,Part-Time,English,United States,Male,No
5ffff7bd8892d918b9cb316a,5ac488e168b65b00018d4e48,RETURNED,2021-01-14 07:50:21.517000,,58959.704087,46,1127,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ffff9401f2f58183bf3ff92,5ffe58bc1c226e4f80d514fd,APPROVED,2021-01-14 07:59:05.483000,2021-01-14 08:12:36.121000,810.638,42,1,0,100,2021-01-14 22:58:59.449000,8256C4AC,,,Full-Time,,United States,Female,
5ffff944f7c17f17d4e3ed40,5ffed2095c818256593aea4a,APPROVED,2021-01-14 07:59:09.829000,2021-01-14 08:26:00.999000,1611.17,44,1,0,100,2021-01-14 22:59:01.830000,8256C4AC,,,Full-Time,,United States,Male,
5ffff958ad19761833836281,5ffed2576d690256e90ae16e,APPROVED,2021-01-14 07:59:13.878000,2021-01-14 08:27:50.363000,1716.485,47,1,0,100,2021-01-14 22:59:04.311000,8256C4AC,,,Full-Time,,United States,Male,
5ffff9c485d4b81868b9db58,5ffed3165c818255e5f619c3,APPROVED,2021-01-14 07:59:00.266000,2021-01-14 08:29:21.826000,1821.56,45,1,0,100,2021-01-14 22:59:06.776000,8256C4AC,,,Full-Time,,United States,Female,
5ffffb56970fb117449040fd,5c6d159a4d186e0001160a7d,APPROVED,2021-01-14 08:05:45.924000,2021-01-14 08:39:06.981000,2001.057,40,65,0,100,2021-01-14 22:59:09.553000,8256C4AC,United States,Israel,Full-Time,English,United States,Female,Yes
5ffffc93438a351858bd04bb,5ffd652e500d77294c101da8,APPROVED,2021-01-14 08:11:51.376000,2021-01-14 08:22:54.069000,662.693,30,6,0,100,2021-01-14 22:59:12.359000,8256C4AC,United States,,Full-Time,,United States,Male,No
5ffffd1f703d43164353dce0,5f77c6e4ab4243351722368c,RETURNED,2021-01-14 08:13:27.425000,,57574.255996,57,10,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ffffd2d7a64b218b93b0122,5ffe82d9adbaca5309287b38,APPROVED,2021-01-14 08:13:46.982000,2021-01-14 08:18:33.020000,286.038,43,5,0,100,2021-01-14 22:59:15.138000,8256C4AC,United States,,Full-Time,,United States,Male,No
5ffffe2f6e061c174b0dee4f,5cc45845bbae0c0001b3f6f6,APPROVED,2021-01-14 08:17:51.892000,2021-01-14 08:32:00.189000,848.297,53,139,1,99,2021-01-14 22:59:17.387000,8256C4AC,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Male,No
5ffffea674cc9e175241ca06,57901207c9abeb0001af353e,APPROVED,2021-01-14 08:19:50.217000,2021-01-14 08:33:52.105000,841.888,32,1207,2,100,2021-01-14 22:59:20.717000,8256C4AC,United States,United States,Full-Time,English,United States,Female,No
5fffff08892156199ccfe4c3,5ffe8808542ff454769ebe6d,APPROVED,2021-01-14 08:21:33.185000,2021-01-14 08:26:03.012000,269.827,45,5,0,100,2021-01-14 22:59:27.035000,8256C4AC,United States,,Full-Time,,United States,Female,No
5ffffff7ed50af192721047f,5fef8b8fadaa092eed928f8e,APPROVED,2021-01-14 08:25:32.640000,2021-01-14 08:34:46.205000,553.565,39,22,0,100,2021-01-14 22:59:29.514000,8256C4AC,United States,United States,Full-Time,,United States,Male,No
600001813d8583097a6a6c07,5a5bff49acc75b00017a6009,RETURNED,2021-01-14 08:33:13.985000,,56388.513148,35,481,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
600003f28a621118a92d5bb2,5ed94019c318241053930266,RETURNED,2021-01-14 08:42:33.440000,,55829.058281,34,292,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60000515f31eb519a784b3d1,5ffe96076abf5152fb0ebf4b,TIMED-OUT,2021-01-14 08:48:08.393000,,55494.105371,31,3,0,100,,,,,,,United States,,
600012e0e086b919a1a4ad3e,5e9fc65dee2ccf178f0e413f,APPROVED,2021-01-14 09:46:08.403000,2021-01-14 09:58:00.881000,712.478,52,340,6,98,2021-01-14 22:59:32.291000,8256C4AC,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
6000ccd32d45fb1f01116daf,5884593bd920ed0001fdccb4,RETURNED,2021-01-14 22:59:33.749000,,4409.402414,38,869,5,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6000ccd8c3562f1fdf7048ac,564f48f19b1249000c7eb1d1,AWAITING REVIEW,2021-01-14 22:59:36.178000,2021-01-14 23:41:40.049000,2523.871,35,23,0,100,,8256C4AC,United States,United States,,,United States,Male,No
6000cce403a2161ff5bf1c0b,5f92002ccc33eb0ff3d749c5,AWAITING REVIEW,2021-01-14 22:59:48,2021-01-14 23:15:04.710000,916.71,62,187,0,100,,8256C4AC,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",DATA EXPIRED,United States,Female,No
6000d9d1d7db7022341acc51,5addd5e8a7f2df000154665b,AWAITING REVIEW,2021-01-14 23:55:03.697000,2021-01-15 00:07:14.532000,730.835,32,953,1,100,,8256C4AC,United States,United States,Full-Time,English,United States,Female,No
