session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
60459338cbb07a6e46458874,60440fb99596fc4834b29c59,AWAITING REVIEW,2021-03-08 03:00:32.891000,2021-03-08 03:40:02.375000,2369.484,52,0,0,100,,8256C4AC,United States,,Unemployed (and job seeking),,United States,Female,No
60459695cefd486dd3df2fb0,5ec8dd0ce240423c83ed8430,AWAITING REVIEW,2021-03-08 03:14:33.248000,2021-03-08 03:23:36.767000,543.519,31,50,1,100,,8256C4AC,United States,United States,Full-Time,English,United States,Male,No
604596ec5068a36c9a41ea3e,60455511710c89680924f7ac,AWAITING REVIEW,2021-03-08 03:16:03.920000,2021-03-08 04:00:53.026000,2689.106,37,0,0,100,,8256C4AC,United States,United States,Full-Time,,United States,Male,No
6045972009faa66c7c311e11,5d489be8beeecd0001d027f2,AWAITING REVIEW,2021-03-08 03:16:50.997000,2021-03-08 03:31:34.957000,883.96,38,38,0,100,,8256C4AC,United States,United States,Full-Time,,United States,Male,No
6045989693678f6e77fee793,604540c29743df659eac6fbe,AWAITING REVIEW,2021-03-08 03:23:02.055000,2021-03-08 04:01:56.932000,2334.877,31,0,0,100,,8256C4AC,United States,United States,Part-Time,,United States,Female,No
6045b9f8b0d3a571333d57e9,6039db640f5acf183613cacf,AWAITING REVIEW,2021-03-08 05:46:17.124000,2021-03-08 06:07:24,1266.876,39,27,0,100,,8256C4AC,United States,United States,Full-Time,,United States,Male,No
604591164d62266db7011c93,5f87a09941202a1e74a0ab25,RETURNED,2021-03-08 02:51:06.609000,,16571.295343,34,90,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60459276f2994f6e586a6a57,5e88f21055a0250453f46a95,RETURNED,2021-03-08 02:56:59.758000,,16218.146438,32,348,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6045a2d8a410a66e3c6e5ab5,5ba15234ddd8000001e6dd6c,RETURNED,2021-03-08 04:06:51.627000,,12026.277488,31,73,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6045a59478f6f36f746322b4,5ffd5ce2cd2f41259f5fd1bc,RETURNED,2021-03-08 04:25:32.992000,,10904.912532,30,70,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6045949149cb5f6dc81b4691,5d3356323e1190001909339b,TIMED-OUT,2021-03-08 03:05:57.270000,,15680.634651,62,721,4,99,,,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No
6045ab25aff87e6f6802096c,60243e91cd74020ea686d5e7,TIMED-OUT,2021-03-08 04:42:18.241000,,9899.692565,30,42,0,100,,,United States,United States,Full-Time,DATA EXPIRED,United States,Female,No
