session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
5ffe3024e9d79847b2170b80,5aaa235255be420001de9131,AWAITING REVIEW,2021-01-12 23:26:33.511000,2021-01-12 23:35:26.229000,532.718,49,343,2,99,,8256C4AC,United States,United States,Full-Time,English,United States,Female,No
5ffe30d981fc4f475eb4d01d,5ff758a948090e3cc4d1cf33,AWAITING REVIEW,2021-01-12 23:36:15.744000,2021-01-13 00:12:37.972000,2182.228,42,5,0,100,,8256C4AC,United States,,Full-Time,,United States,Female,
5ffe31266d690247406cdaa4,5ff766943b6fbb40afda976a,AWAITING REVIEW,2021-01-12 23:36:07.531000,2021-01-13 00:13:43.541000,2256.01,45,5,1,86,,8256C4AC,United States,,Full-Time,,United States,Female,
5ffe31700c4ee447e0523014,5ffaad287d6f8947120fb27d,AWAITING REVIEW,2021-01-12 23:32:05.945000,2021-01-13 00:12:47.391000,2441.446,46,1,0,100,,8256C4AC,United States,,Full-Time,,United States,Male,
5ffe31d88a42d54c112e1fb5,5ffaadad3ab4fe0702952a17,AWAITING REVIEW,2021-01-12 23:35:49.106000,2021-01-13 00:12:57.351000,2228.245,45,1,0,100,,8256C4AC,United States,,Full-Time,,United States,Female,
5fffc2a543fa1614f2159a7c,5aefb8830ccc2e000185a6e6,AWAITING REVIEW,2021-01-14 04:03:54.803000,2021-01-14 04:17:50.017000,835.214,31,211,2,100,,8256C4AC,United States,Japan,Full-Time,English,United States,Male,No
5fffc2ee0f6c7812a919b02e,5fcbf09b81c15d9c0f3782a8,RETURNED,2021-01-14 04:16:00.062000,,10046.102309,36,49,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fffc37ffb4a1314afd55463,5cfc4af8a224000001675ec8,AWAITING REVIEW,2021-01-14 04:07:30.194000,2021-01-14 04:15:58.599000,508.405,40,94,1,100,,8256C4AC,United States,United States,Full-Time,English,United States,Male,No
5fffc3923d858305abd27a53,5c0f500787e876000151fc5f,AWAITING REVIEW,2021-01-14 04:10:19.568000,2021-01-14 04:20:00.931000,581.363,41,812,1,100,,8256C4AC,United States,United States,Part-Time,English,United States,Male,Yes
5fffc3c685d4b813ba6f2cc8,5f964f8726ad955284d63d39,RETURNED,2021-01-14 04:08:42.259000,,10484.256849,63,13,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fffc3ff6fc9001408c68a0d,5e1a9c20c2642a2fd1ba59bc,AWAITING REVIEW,2021-01-14 04:09:39.920000,2021-01-14 04:20:36.538000,656.618,39,86,0,100,,8256C4AC,United States,United States,Part-Time,DATA EXPIRED,United States,Female,No
