"trial_type","trial_index","time_elapsed","internal_node_id","subject","align_condition","anecdote_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","14","0.0-0.0","jzy86pncox8ezp8","highA","anecdote","","","","","",""
"instructions","1","7271","0.0-1.0","jzy86pncox8ezp8","highA","anecdote","[{""page_index"":0,""viewing_time"":1325},{""page_index"":1,""viewing_time"":4499},{""page_index"":2,""viewing_time"":682},{""page_index"":3,""viewing_time"":749}]","7255","","","",""
"external-html","2","10161","0.0-2.0","jzy86pncox8ezp8","highA","anecdote","","2883.999999999999","js/consent.html","","",""
"survey-html-form","3","12097","0.0-3.0","jzy86pncox8ezp8","highA","anecdote","","1934","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","14577","0.0-4.0","jzy86pncox8ezp8","highA","anecdote","","2480","","{""sona"":""Genie""}","",""
"survey-html-form","5","24821","0.0-5.0","jzy86pncox8ezp8","highA","anecdote","","10243","","{""sex"":""female"",""age"":""19"",""other"":"""",""business_exp"":""0"",""business_edu"":""0""}","",""
"instructions","6","29070","0.0-6.0","jzy86pncox8ezp8","highA","anecdote","[{""page_index"":0,""viewing_time"":1566.9999999999964},{""page_index"":1,""viewing_time"":1048},{""page_index"":2,""viewing_time"":1633}]","4247.999999999996","","","",""
"survey-html-form3","7","141291","0.0-7.0","jzy86pncox8ezp8","highA","anecdote","","NaN","","{""allocation_q_projectA"":""65"",""allocation_q_projectB"":""35""}","",""
"survey-html-form","8","346532","0.0-8.0","jzy86pncox8ezp8","highA","anecdote","","205242","","{""follow_up_q_similarity_rating"":""5"",""follow_up_q_similarity_justify"":""Both projects share numerous features: they are both onshore, both have a centralised structure, and both vertical integration "",""follow_up_q_relevance_specific_rating"":""4"",""follow_up_q_relevance_specific_justify"":""As they are close in features, the information about the Refinera project could be used as a guide for the predicted success of the Enfuel project. However, as they are different countries it cannot be used as a guaranteed guide "",""follow_up_q_relevance_general_rating"":""2"",""follow_up_q_relevance_general_justify"":""Different oil companies are run and built in different ways. They can be compared but business cases are circumstantial ""}","",""
"instructions","9","351679","0.0-9.0","jzy86pncox8ezp8","highA","anecdote","[{""page_index"":0,""viewing_time"":2389},{""page_index"":1,""viewing_time"":2757}]","5147","","","",""
"html-button-response","10","353119","0.0-10.0","jzy86pncox8ezp8","highA","anecdote","","1437","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
