"trial_type","trial_index","time_elapsed","internal_node_id","subject","align_condition","anecdote_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","89","0.0-0.0","s1v1kkzr4fm3fmy","lowA","combined","","","","","",""
"instructions","1","4381","0.0-1.0","s1v1kkzr4fm3fmy","lowA","combined","[{""page_index"":0,""viewing_time"":1501.0000000002037},{""page_index"":1,""viewing_time"":1236.8100000003324},{""page_index"":2,""viewing_time"":766.4699999995719},{""page_index"":3,""viewing_time"":786.1750000001848}]","4290.765000000647","","","",""
"external-html","2","6147","0.0-2.0","s1v1kkzr4fm3fmy","lowA","combined","","1459.1950000003635","js/consent.html","","",""
"survey-html-form","3","7318","0.0-3.0","s1v1kkzr4fm3fmy","lowA","combined","","1169.4950000000972","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","8982","0.0-4.0","s1v1kkzr4fm3fmy","lowA","combined","","1663.5099999994054","","{""sona"":""test""}","",""
"survey-html-form","5","11608","0.0-5.0","s1v1kkzr4fm3fmy","lowA","combined","","2620.5799999997907","","{""sex"":""male"",""age"":""11"",""other"":"""",""business_exp"":""1"",""business_edu"":""1""}","",""
"instructions","6","18331","0.0-6.0","s1v1kkzr4fm3fmy","lowA","combined","[{""page_index"":0,""viewing_time"":1839.6599999996397},{""page_index"":1,""viewing_time"":1361.044999999649},{""page_index"":2,""viewing_time"":3521.770000000288}]","6722.734999999375","","","",""
"survey-html-form3","7","33463","0.0-7.0","s1v1kkzr4fm3fmy","lowA","combined","","NaN","","{""allocation_q_projectA"":""100"",""allocation_q_projectB"":""0""}","",""
"survey-html-form","8","88593","0.0-8.0","s1v1kkzr4fm3fmy","lowA","combined","","55131.20499999969","","{""follow_up_q_similarity_rating"":""1"",""follow_up_q_similarity_justify"":""test"",""follow_up_q_relevance_specific_rating"":""1"",""follow_up_q_relevance_specific_justify"":""test"",""follow_up_q_relevance_general_rating"":""1"",""follow_up_q_relevance_general_justify"":""test""}","",""
"instructions","9","103372","0.0-9.0","s1v1kkzr4fm3fmy","lowA","combined","[{""page_index"":0,""viewing_time"":5845.9100000000035},{""page_index"":1,""viewing_time"":3419.6549999996932},{""page_index"":0,""viewing_time"":4714.670000000289},{""page_index"":1,""viewing_time"":798.730000000447}]","14779.160000000047","","","",""
"html-button-response","10","107895","0.0-10.0","s1v1kkzr4fm3fmy","lowA","combined","","4521.97999999953","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
