"trial_type","trial_index","time_elapsed","internal_node_id","subject","align_condition","anecdote_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","52","0.0-0.0","4q1teqn4e6jpusu","highA","statistics","","","","","",""
"instructions","1","3711","0.0-1.0","4q1teqn4e6jpusu","highA","statistics","[{""page_index"":0,""viewing_time"":1137.7300000021933},{""page_index"":1,""viewing_time"":1463.0449999967823},{""page_index"":2,""viewing_time"":544.0450000023702},{""page_index"":3,""viewing_time"":511.9200000044657}]","3657.0900000078836","","","",""
"external-html","2","5537","0.0-2.0","4q1teqn4e6jpusu","highA","statistics","","1531.8100000004051","js/consent.html","","",""
"survey-html-form","3","6921","0.0-3.0","4q1teqn4e6jpusu","highA","statistics","","1383.1800000043586","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","8585","0.0-4.0","4q1teqn4e6jpusu","highA","statistics","","1662.4050000100397","","{""sona"":""test""}","",""
"survey-html-form","5","11449","0.0-5.0","4q1teqn4e6jpusu","highA","statistics","","2863.085000004503","","{""sex"":""male"",""age"":""11"",""other"":"""",""business_exp"":""1"",""business_edu"":""1""}","",""
"instructions","6","36206","0.0-6.0","4q1teqn4e6jpusu","highA","statistics","[{""page_index"":0,""viewing_time"":4087.3350000038045},{""page_index"":1,""viewing_time"":3037.9700000048615},{""page_index"":2,""viewing_time"":17629.220000002533}]","24754.8550000065","","","",""
"survey-html-form3","7","77659","0.0-7.0","4q1teqn4e6jpusu","highA","statistics","","NaN","","{""allocation_q_projectA"":""100"",""allocation_q_projectB"":""0""}","",""
"instructions","8","89076","0.0-8.0","4q1teqn4e6jpusu","highA","statistics","[{""page_index"":0,""viewing_time"":6040.374999996857},{""page_index"":1,""viewing_time"":5375.82499999553}]","11416.53000000224","","","",""
"html-button-response","9","90939","0.0-9.0","4q1teqn4e6jpusu","highA","statistics","","1861.430000004475","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
